Month Name,Month,Year,Query Count,Query Text,Month Num,RANK,,,,,,,,,,
December,,2016,11,Susan L Becker,,23647,,,,,,,,,,
December,,2016,11,certificate of occupancy,,23647,,,,,,,,,,
December,,2016,11,parking,,23647,,,,,,,,,,
December,,2016,11,mdha,,23647,,,,,,,,,,
December,,2016,11,zoning department,,23647,,,,,,,,,,
December,,2016,11,employee self serve,,23647,,,,,,,,,,
December,,2016,11,records request,,23647,,,,,,,,,,
December,,2016,11,Recycling,,23647,,,,,,,,,,
December,,2016,11,walter d. butler,,23647,,,,,,,,,,
December,,2016,11,code,,23647,,,,,,,,,,
December,,2016,11,Pedro Rivera chaparro,,23647,,,,,,,,,,
December,,2016,11,Construction,,23647,,,,,,,,,,
December,,2016,11,Human resources,,23647,,,,,,,,,,
December,,2016,11,employee,,23647,,,,,,,,,,
December,,2016,11,Hendricks,,23647,,,,,,,,,,
December,,2016,11,beer board,,23647,,,,,,,,,,
December,,2016,11,finance,,23647,,,,,,,,,,
December,,2016,11,calendar,,23647,,,,,,,,,,
December,,2016,11,Criminal,,23647,,,,,,,,,,
December,,2016,11,Police media release,,23647,,,,,,,,,,
December,,2016,11,franking,,23647,,,,,,,,,,
January,1,2019,11,KID ROCK,,23647,,,,,,,,,,
January,1,2019,11,zoning map,,23647,,,,,,,,,,
January,1,2019,11,jeff hammond,,23647,,,,,,,,,,
January,1,2019,11,pool,,23647,,,,,,,,,,
January,1,2019,11,Blue ribbon,,23647,,,,,,,,,,
January,1,2019,11,Metro Charter,,23647,,,,,,,,,,
January,1,2019,11,deed,,23647,,,,,,,,,,
January,1,2019,11,Crash report,,23647,,,,,,,,,,
January,1,2019,11,Noise,,23647,,,,,,,,,,
January,1,2019,11,metro police,,23647,,,,,,,,,,
January,1,2019,11,health,,23647,,,,,,,,,,
January,1,2019,11,quit claim deed,,23647,,,,,,,,,,
January,1,2019,11,madison,,23647,,,,,,,,,,
January,1,2019,11,Hal Balthrop,,23647,,,,,,,,,,
January,1,2019,11,sheriff office,,23647,,,,,,,,,,
January,1,2019,11,water bill,,23647,,,,,,,,,,
January,1,2019,11,Jason banks,,23647,,,,,,,,,,
January,1,2019,11,permit bond,,23647,,,,,,,,,,
January,1,2019,11,recent bookings,,23647,,,,,,,,,,
January,1,2019,11,Inspections,,23647,,,,,,,,,,
January,1,2019,11,mnps,,23647,,,,,,,,,,
January,1,2019,11,district attorney,,23647,,,,,,,,,,
January,1,2019,11,Christmas tree disposal,,23647,,,,,,,,,,
January,1,2019,11,HUB Nashville,,23647,,,,,,,,,,
January,1,2019,11,Alarm permits,,23647,,,,,,,,,,
January,1,2019,11,laws,,23647,,,,,,,,,,
January,1,2019,11,chancery court,,23647,,,,,,,,,,
January,1,2019,11,contracts,,23647,,,,,,,,,,
January,1,2019,11,firefighter,,23647,,,,,,,,,,
January,1,2019,11,voya,,23647,,,,,,,,,,
January,1,2019,11,Kristina Stroud,,23647,,,,,,,,,,
January,1,2019,11,training,,23647,,,,,,,,,,
January,1,2019,11,pothole repair,,23647,,,,,,,,,,
January,1,2019,11,codes department,,23647,,,,,,,,,,
February,2,2019,11,fire marshal,,23647,,,,,,,,,,
February,2,2019,11,bookings,,23647,,,,,,,,,,
February,2,2019,11,affordable housing,,23647,,,,,,,,,,
February,2,2019,11,scooters,,23647,,,,,,,,,,
February,2,2019,11,property tax records,,23647,,,,,,,,,,
February,2,2019,11,sidewalk,,23647,,,,,,,,,,
February,2,2019,11,collections,,23647,,,,,,,,,,
February,2,2019,11,circuit court,,23647,,,,,,,,,,
February,2,2019,11,BL2018-1438,,23647,,,,,,,,,,
February,2,2019,11,council agenda,,23647,,,,,,,,,,
February,2,2019,11,audit committee,,23647,,,,,,,,,,
February,2,2019,11,camp,,23647,,,,,,,,,,
February,2,2019,11,Driveway,,23647,,,,,,,,,,
February,2,2019,11,Community center,,23647,,,,,,,,,,
February,2,2019,11,metro schools,,23647,,,,,,,,,,
February,2,2019,11,parcel gis,,23647,,,,,,,,,,
February,2,2019,11,parking meters,,23647,,,,,,,,,,
February,2,2019,11,criminal records,,23647,,,,,,,,,,
February,2,2019,11,Animal shelter,,23647,,,,,,,,,,
February,2,2019,11,Job openings,,23647,,,,,,,,,,
February,2,2019,11,Sevier park community center,,23647,,,,,,,,,,
February,2,2019,11,Crime mapping,,23647,,,,,,,,,,
February,2,2019,11,bow wow breakout,,23647,,,,,,,,,,
February,2,2019,11,Bulk item,,23647,,,,,,,,,,
February,2,2019,11,short term rental permit,,23647,,,,,,,,,,
February,2,2019,11,District 29,,23647,,,,,,,,,,
February,2,2019,11,ov-uzo,,23647,,,,,,,,,,
February,2,2019,11,BL2018-1416,,23647,,,,,,,,,,
February,2,2019,11,flood,,23647,,,,,,,,,,
February,2,2019,11,log in,,23647,,,,,,,,,,
February,2,2019,11,occupancy tax,,23647,,,,,,,,,,
February,2,2019,11,Parking permit,,23647,,,,,,,,,,
March,3,2019,11,mapping gis,,23647,,,,,,,,,,
March,3,2019,11,Rfp 1044661,,23647,,,,,,,,,,
March,3,2019,11,property assessment,,23647,,,,,,,,,,
March,3,2019,11,voya,,23647,,,,,,,,,,
March,3,2019,11,e-permits,,23647,,,,,,,,,,
March,3,2019,11,MNPD,,23647,,,,,,,,,,
March,3,2019,11,employee,,23647,,,,,,,,,,
March,3,2019,11,property records,,23647,,,,,,,,,,
March,3,2019,11,standard drawings,,23647,,,,,,,,,,
March,3,2019,11,staff,,23647,,,,,,,,,,
March,3,2019,11,bza,,23647,,,,,,,,,,
March,3,2019,11,emissions,,23647,,,,,,,,,,
March,3,2019,11,chickens,,23647,,,,,,,,,,
March,3,2019,11,tax,,23647,,,,,,,,,,
March,3,2019,11,job openings,,23647,,,,,,,,,,
March,3,2019,11,Metro Code,,23647,,,,,,,,,,
March,3,2019,11,bulk pick up,,23647,,,,,,,,,,
March,3,2019,11,pool,,23647,,,,,,,,,,
March,3,2019,11,contact,,23647,,,,,,,,,,
March,3,2019,11,pass,,23647,,,,,,,,,,
March,3,2019,11,kronos,,23647,,,,,,,,,,
March,3,2019,11,mattie jones,,23647,,,,,,,,,,
March,3,2019,11,quit claim deed,,23647,,,,,,,,,,
March,3,2019,11,Auction,,23647,,,,,,,,,,
March,3,2019,11,crash report,,23647,,,,,,,,,,
March,3,2019,11,plan review,,23647,,,,,,,,,,
March,3,2019,11,Centennial Sportsplex,,23647,,,,,,,,,,
March,3,2019,11,bookings,,23647,,,,,,,,,,
March,3,2019,11,Mattress,,23647,,,,,,,,,,
March,3,2019,11,Summer camps,,23647,,,,,,,,,,
March,3,2019,11,Metro Social Services,,23647,,,,,,,,,,
March,3,2019,11,Accident,,23647,,,,,,,,,,
March,3,2019,11,judges,,23647,,,,,,,,,,
March,3,2019,11,traffic calming,,23647,,,,,,,,,,
March,3,2019,11,board of zoning appeals,,23647,,,,,,,,,,
March,3,2019,11,Property lines,,23647,,,,,,,,,,
March,3,2019,11,Simple search,,23647,,,,,,,,,,
March,3,2019,11,death certificate,,23647,,,,,,,,,,
March,3,2019,11,criminal clerk,,23647,,,,,,,,,,
March,3,2019,11,septic,,23647,,,,,,,,,,
March,3,2019,11,metro water services,,23647,,,,,,,,,,
March,3,2019,11,license,,23647,,,,,,,,,,
March,3,2019,11,eap,,23647,,,,,,,,,,
March,3,2019,11,charter,,23647,,,,,,,,,,
March,3,2019,11,Police accident report,,23647,,,,,,,,,,
March,3,2019,11,owner/driver report,,23647,,,,,,,,,,
March,3,2019,11,Community centers,,23647,,,,,,,,,,
March,3,2019,11,sample ballot,,23647,,,,,,,,,,
April,4,2019,11,convience centers,,23647,,,,,,,,,,
April,4,2019,11,tax sale,,23647,,,,,,,,,,
April,4,2019,11,metro contracts,,23647,,,,,,,,,,
April,4,2019,11,Health permit,,23647,,,,,,,,,,
April,4,2019,11,Brush collection,,23647,,,,,,,,,,
April,4,2019,11,EMS,,23647,,,,,,,,,,
April,4,2019,11,metro 3,,23647,,,,,,,,,,
April,4,2019,11,metro action,,23647,,,,,,,,,,
April,4,2019,11,sewer maps,,23647,,,,,,,,,,
April,4,2019,11,bl2019-1581,,23647,,,,,,,,,,
April,4,2019,11,commercial building permits,,23647,,,,,,,,,,
April,4,2019,11,15c2-12,,23647,,,,,,,,,,
April,4,2019,11,property lines,,23647,,,,,,,,,,
April,4,2019,11,noise ordinance,,23647,,,,,,,,,,
April,4,2019,11,bulky waste,,23647,,,,,,,,,,
April,4,2019,11,inspections,,23647,,,,,,,,,,
April,4,2019,11,alarm permit,,23647,,,,,,,,,,
April,4,2019,11,fire marshall,,23647,,,,,,,,,,
April,4,2019,11,tags,,23647,,,,,,,,,,
April,4,2019,11,employment application,,23647,,,,,,,,,,
April,4,2019,11,Property records,,23647,,,,,,,,,,
April,4,2019,11,criminal courts,,23647,,,,,,,,,,
April,4,2019,11,Chancery court,,23647,,,,,,,,,,
April,4,2019,11,construction,,23647,,,,,,,,,,
April,4,2019,11,dead animal,,23647,,,,,,,,,,
April,4,2019,11,owner driver,,23647,,,,,,,,,,
April,4,2019,11,Jennifer Long,,23647,,,,,,,,,,
April,4,2019,11,drug task force,,23647,,,,,,,,,,
April,4,2019,11,clerk,,23647,,,,,,,,,,
April,4,2019,11,tax records,,23647,,,,,,,,,,
April,4,2019,11,community classes,,23647,,,,,,,,,,
April,4,2019,11,Dump,,23647,,,,,,,,,,
April,4,2019,11,Media release,,23647,,,,,,,,,,
April,4,2019,11,benefit board,,23647,,,,,,,,,,
April,4,2019,11,marriage certificate,,23647,,,,,,,,,,
April,4,2019,11,fence,,23647,,,,,,,,,,
April,4,2019,11,events,,23647,,,,,,,,,,
April,4,2019,11,composting,,23647,,,,,,,,,,
April,4,2019,11,education,,23647,,,,,,,,,,
May,5,2019,11,billandrus caruthers,,23647,,,,,,,,,,
May,5,2019,11,easement,,23647,,,,,,,,,,
May,5,2019,11,file police report,,23647,,,,,,,,,,
May,5,2019,11,application,,23647,,,,,,,,,,
May,5,2019,11,employee salaries,,23647,,,,,,,,,,
May,5,2019,11,permit bond,,23647,,,,,,,,,,
May,5,2019,11,plumbing,,23647,,,,,,,,,,
May,5,2019,11,probation,,23647,,,,,,,,,,
May,5,2019,11,pension self service,,23647,,,,,,,,,,
May,5,2019,11,log in,,23647,,,,,,,,,,
May,5,2019,11,traffic accidents,,23647,,,,,,,,,,
May,5,2019,11,Social services,,23647,,,,,,,,,,
May,5,2019,11,short term rental permit,,23647,,,,,,,,,,
May,5,2019,11,dog pound,,23647,,,,,,,,,,
May,5,2019,11,car accident report,,23647,,,,,,,,,,
May,5,2019,11,dead animal,,23647,,,,,,,,,,
May,5,2019,11,Booking,,23647,,,,,,,,,,
May,5,2019,11,paid family leave,,23647,,,,,,,,,,
May,5,2019,11,pay parking ticket,,23647,,,,,,,,,,
May,5,2019,11,executive orders,,23647,,,,,,,,,,
May,5,2019,11,Noise,,23647,,,,,,,,,,
May,5,2019,11,metro schools,,23647,,,,,,,,,,
May,5,2019,11,GRANTS,,23647,,,,,,,,,,
May,5,2019,11,circuit court,,23647,,,,,,,,,,
May,5,2019,11,schedule b form,,23647,,,,,,,,,,
May,5,2019,11,District 27,,23647,,,,,,,,,,
May,5,2019,11,Swimming pool,,23647,,,,,,,,,,
May,5,2019,11,Budget hearing,,23647,,,,,,,,,,
May,5,2019,11,electrical permit,,23647,,,,,,,,,,
May,5,2019,11,Bulk Trash,,23647,,,,,,,,,,
May,5,2019,11,golf,,23647,,,,,,,,,,
May,5,2019,11,tax assessor,,23647,,,,,,,,,,
May,5,2019,11,BAO,,23647,,,,,,,,,,
May,5,2019,11,Setbacks,,23647,,,,,,,,,,
May,5,2019,11,Noise ordinance,,23647,,,,,,,,,,
June,6,2019,11,assisted living,,23647,,,,,,,,,,
June,6,2019,11,MNPD,,23647,,,,,,,,,,
June,6,2019,11,Municode,,23647,,,,,,,,,,
June,6,2019,11,Fingerprinting,,23647,,,,,,,,,,
June,6,2019,11,job openings,,23647,,,,,,,,,,
June,6,2019,11,drug task force,,23647,,,,,,,,,,
June,6,2019,11,employee directory,,23647,,,,,,,,,,
June,6,2019,11,Blue Ribbon report,,23647,,,,,,,,,,
June,6,2019,11,Case,,23647,,,,,,,,,,
June,6,2019,11,Tree Ordinance,,23647,,,,,,,,,,
June,6,2019,11,Complaints,,23647,,,,,,,,,,
June,6,2019,11,swimming pools,,23647,,,,,,,,,,
June,6,2019,11,inspections,,23647,,,,,,,,,,
June,6,2019,11,Media release,,23647,,,,,,,,,,
June,6,2019,11,fairgrounds,,23647,,,,,,,,,,
June,6,2019,11,Hours,,23647,,,,,,,,,,
June,6,2019,11,ordinance,,23647,,,,,,,,,,
June,6,2019,11,metro codes,,23647,,,,,,,,,,
June,6,2019,11,Wave pool,,23647,,,,,,,,,,
June,6,2019,11,Judgements,,23647,,,,,,,,,,
June,6,2019,11,contract search,,23647,,,,,,,,,,
June,6,2019,11,Parking permit,,23647,,,,,,,,,,
June,6,2019,11,Adoption,,23647,,,,,,,,,,
June,6,2019,11,Traffic calming,,23647,,,,,,,,,,
June,6,2019,11,contracts,,23647,,,,,,,,,,
June,6,2019,11,property owner,,23647,,,,,,,,,,
June,6,2019,11,mattie jones,,23647,,,,,,,,,,
June,6,2019,11,classes,,23647,,,,,,,,,,
June,6,2019,11,owner driver,,23647,,,,,,,,,,
June,6,2019,11,building code,,23647,,,,,,,,,,
June,6,2019,11,delayed accident report,,23647,,,,,,,,,,
June,6,2019,11,Vendor,,23647,,,,,,,,,,
June,6,2019,11,Noise,,23647,,,,,,,,,,
June,6,2019,11,vehicle registration,,23647,,,,,,,,,,
June,6,2019,11,recent bookings,,23647,,,,,,,,,,
June,6,2019,11,job descriptions,,23647,,,,,,,,,,
June,6,2019,11,short term rental permit,,23647,,,,,,,,,,
June,6,2019,11,Sewer,,23647,,,,,,,,,,
June,6,2019,11,Dental,,23647,,,,,,,,,,
July,7,2019,11,Court,,23647,,,,,,,,,,
July,7,2019,11,Criminal Clerk,,23647,,,,,,,,,,
July,7,2019,11,criminal courts,,23647,,,,,,,,,,
July,7,2019,11,circuit court clerk,,23647,,,,,,,,,,
July,7,2019,11,CLERK AND MASTER,,23647,,,,,,,,,,
July,7,2019,11,codes violations,,23647,,,,,,,,,,
July,7,2019,11,community education,,23647,,,,,,,,,,
July,7,2019,11,Brush,,23647,,,,,,,,,,
July,7,2019,11,4003 A woodmont bulevar nashville tn.,,23647,,,,,,,,,,
July,7,2019,11,airbnb,,23647,,,,,,,,,,
July,7,2019,11,login,,23647,,,,,,,,,,
July,7,2019,11,HPR,,23647,,,,,,,,,,
July,7,2019,11,housing,,23647,,,,,,,,,,
July,7,2019,11,Garbage,,23647,,,,,,,,,,
July,7,2019,11,Dog,,23647,,,,,,,,,,
July,7,2019,11,municipal code,,23647,,,,,,,,,,
July,7,2019,11,metro police,,23647,,,,,,,,,,
July,7,2019,11,mayra  martinez alegria,,23647,,,,,,,,,,
July,7,2019,11,Paint disposal,,23647,,,,,,,,,,
July,7,2019,11,Payscale,,23647,,,,,,,,,,
July,7,2019,11,ordinance,,23647,,,,,,,,,,
July,7,2019,11,Noise,,23647,,,,,,,,,,
July,7,2019,11,Request fire report,,23647,,,,,,,,,,
July,7,2019,11,sample ballot 2019,,23647,,,,,,,,,,
July,7,2019,11,pool permits,,23647,,,,,,,,,,
July,7,2019,11,pothole repair,,23647,,,,,,,,,,
July,7,2019,11,traffic accident report,,23647,,,,,,,,,,
July,7,2019,11,Traffic accident,,23647,,,,,,,,,,
July,7,2019,11,snap,,23647,,,,,,,,,,
July,7,2019,11,snow day,,23647,,,,,,,,,,
July,7,2019,11,sportsplex,,23647,,,,,,,,,,
July,7,2019,11,swimming pool,,23647,,,,,,,,,,
July,7,2019,11,tags,,23647,,,,,,,,,,
July,7,2019,11,tax records,,23647,,,,,,,,,,
July,7,2019,11,Yoga,,23647,,,,,,,,,,
August,8,2019,11,alarm permit,,23647,,,,,,,,,,
August,8,2019,11,ballot,,23647,,,,,,,,,,
August,8,2019,11,assisted living,,23647,,,,,,,,,,
August,8,2019,11,720 form,,23647,,,,,,,,,,
August,8,2019,11,convenience center,,23647,,,,,,,,,,
August,8,2019,11,compost,,23647,,,,,,,,,,
August,8,2019,11,classes,,23647,,,,,,,,,,
August,8,2019,11,Court,,23647,,,,,,,,,,
August,8,2019,11,Budget,,23647,,,,,,,,,,
August,8,2019,11,Bulk item pickup,,23647,,,,,,,,,,
August,8,2019,11,calculator,,23647,,,,,,,,,,
August,8,2019,11,child support,,23647,,,,,,,,,,
August,8,2019,11,Hermitage,,23647,,,,,,,,,,
August,8,2019,11,HPR,,23647,,,,,,,,,,
August,8,2019,11,Human resource,,23647,,,,,,,,,,
August,8,2019,11,interactive map,,23647,,,,,,,,,,
August,8,2019,11,intranet,,23647,,,,,,,,,,
August,8,2019,11,mattress,,23647,,,,,,,,,,
August,8,2019,11,meccc,,23647,,,,,,,,,,
August,8,2019,11,"man robbed mcdonalds madison, tn",,23647,,,,,,,,,,
August,8,2019,11,lien,,23647,,,,,,,,,,
August,8,2019,11,License,,23647,,,,,,,,,,
August,8,2019,11,development tracker,,23647,,,,,,,,,,
August,8,2019,11,dead animal removal,,23647,,,,,,,,,,
August,8,2019,11,emissions,,23647,,,,,,,,,,
August,8,2019,11,dogs,,23647,,,,,,,,,,
August,8,2019,11,eviction notice,,23647,,,,,,,,,,
August,8,2019,11,exchange,,23647,,,,,,,,,,
August,8,2019,11,EMS PAYMENT,,23647,,,,,,,,,,
August,8,2019,11,epay,,23647,,,,,,,,,,
August,8,2019,11,Guns Stolen,,23647,,,,,,,,,,
August,8,2019,11,pension calculator,,23647,,,,,,,,,,
August,8,2019,11,pay stub,,23647,,,,,,,,,,
August,8,2019,11,Pay stubs,,23647,,,,,,,,,,
August,8,2019,11,pay water bill,,23647,,,,,,,,,,
August,8,2019,11,Metro Action Commission,,23647,,,,,,,,,,
August,8,2019,11,noise ordinance,,23647,,,,,,,,,,
August,8,2019,11,noise,,23647,,,,,,,,,,
August,8,2019,11,sewer tap,,23647,,,,,,,,,,
August,8,2019,11,storm water,,23647,,,,,,,,,,
August,8,2019,11,Stanley Bruce Daniels,,23647,,,,,,,,,,
August,8,2019,11,sportsplex,,23647,,,,,,,,,,
August,8,2019,11,training,,23647,,,,,,,,,,
August,8,2019,11,travel,,23647,,,,,,,,,,
August,8,2019,11,ticket payments,,23647,,,,,,,,,,
August,8,2019,11,tcp-24-2,,23647,,,,,,,,,,
August,8,2019,11,Tax,,23647,,,,,,,,,,
September,9,2019,11,bereavement,,23647,,,,,,,,,,
September,9,2019,11,Crime mapping,,23647,,,,,,,,,,
September,9,2019,11,contract search,,23647,,,,,,,,,,
September,9,2019,11,Council District Map,,23647,,,,,,,,,,
September,9,2019,11,Citation,,23647,,,,,,,,,,
September,9,2019,11,bulk,,23647,,,,,,,,,,
September,9,2019,11,bulk item pickup,,23647,,,,,,,,,,
September,9,2019,11,BL2018-1416,,23647,,,,,,,,,,
September,9,2019,11,glass,,23647,,,,,,,,,,
September,9,2019,11,fort negley,,23647,,,,,,,,,,
September,9,2019,11,employees,,23647,,,,,,,,,,
September,9,2019,11,do not knock,,23647,,,,,,,,,,
September,9,2019,11,docket,,23647,,,,,,,,,,
September,9,2019,11,drug task force,,23647,,,,,,,,,,
September,9,2019,11,drug policy,,23647,,,,,,,,,,
September,9,2019,11,handicapped parking permit,,23647,,,,,,,,,,
September,9,2019,11,google,,23647,,,,,,,,,,
September,9,2019,11,grading permit,,23647,,,,,,,,,,
September,9,2019,11,Juan santizo,,23647,,,,,,,,,,
September,9,2019,11,rory rowan,,23647,,,,,,,,,,
September,9,2019,11,property records,,23647,,,,,,,,,,
September,9,2019,11,metro school jobs,,23647,,,,,,,,,,
September,9,2019,11,metro charter,,23647,,,,,,,,,,
September,9,2019,11,mnps,,23647,,,,,,,,,,
September,9,2019,11,mugshot,,23647,,,,,,,,,,
September,9,2019,11,summer programs,,23647,,,,,,,,,,
September,9,2019,11,warner park,,23647,,,,,,,,,,
September,9,2019,11,water leaks,,23647,,,,,,,,,,
October,10,2019,11,court records,,23647,,,,,,,,,,
October,10,2019,11,council district,,23647,,,,,,,,,,
October,10,2019,11,applications,,23647,,,,,,,,,,
October,10,2019,11,arrest report,,23647,,,,,,,,,,
October,10,2019,11,2016 pensioner insurance,,23647,,,,,,,,,,
October,10,2019,11,Golf,,23647,,,,,,,,,,
October,10,2019,11,human resource,,23647,,,,,,,,,,
October,10,2019,11,Job opportunity,,23647,,,,,,,,,,
October,10,2019,11,Last will  and testament emily kirby,,23647,,,,,,,,,,
October,10,2019,11,dump site,,23647,,,,,,,,,,
October,10,2019,11,Delinquent tax sale,,23647,,,,,,,,,,
October,10,2019,11,departments,,23647,,,,,,,,,,
October,10,2019,11,employment application,,23647,,,,,,,,,,
October,10,2019,11,ems billing,,23647,,,,,,,,,,
October,10,2019,11,Employee,,23647,,,,,,,,,,
October,10,2019,11,mayor,,23647,,,,,,,,,,
October,10,2019,11,Payment,,23647,,,,,,,,,,
October,10,2019,11,Noise ordinance,,23647,,,,,,,,,,
October,10,2019,11,report an accident,,23647,,,,,,,,,,
October,10,2019,11,RFP,,23647,,,,,,,,,,
October,10,2019,11,Real estate,,23647,,,,,,,,,,
October,10,2019,11,training,,23647,,,,,,,,,,
October,10,2019,11,variance,,23647,,,,,,,,,,
October,10,2019,11,Sheriff department,,23647,,,,,,,,,,
October,10,2019,11,short term rental permit,,23647,,,,,,,,,,
October,10,2019,11,sidewalk,,23647,,,,,,,,,,
October,10,2019,11,tag,,23647,,,,,,,,,,
November,11,2019,11,dtc,,23647,,,,,,,,,,
November,11,2019,11,deed,,23647,,,,,,,,,,
November,11,2019,11,capital improvement budget,,23647,,,,,,,,,,
November,11,2019,11,crash reports,,23647,,,,,,,,,,
November,11,2019,11,code amendments,,23647,,,,,,,,,,
November,11,2019,11,alarm registration,,23647,,,,,,,,,,
November,11,2019,11,Bookings,,23647,,,,,,,,,,
November,11,2019,11,bordeaux,,23647,,,,,,,,,,
November,11,2019,11,File a Police report,,23647,,,,,,,,,,
November,11,2019,11,fire marshal,,23647,,,,,,,,,,
November,11,2019,11,general sessions,,23647,,,,,,,,,,
November,11,2019,11,Howard gentry,,23647,,,,,,,,,,
November,11,2019,11,inmate locator,,23647,,,,,,,,,,
November,11,2019,11,mayor,,23647,,,,,,,,,,
November,11,2019,11,mnpd,,23647,,,,,,,,,,
November,11,2019,11,Longevity check,,23647,,,,,,,,,,
November,11,2019,11,leonard mcmary,,23647,,,,,,,,,,
November,11,2019,11,swimming pools,,23647,,,,,,,,,,
November,11,2019,11,trespass waiver,,23647,,,,,,,,,,
November,11,2019,11,police records,,23647,,,,,,,,,,
November,11,2019,11,report an accident,,23647,,,,,,,,,,
December,12,2019,11,eap,,23647,,,,,,,,,,
December,12,2019,11,districts,,23647,,,,,,,,,,
December,12,2019,11,Dogs,,23647,,,,,,,,,,
December,12,2019,11,carrers,,23647,,,,,,,,,,
December,12,2019,11,code,,23647,,,,,,,,,,
December,12,2019,11,Circuit court clerk,,23647,,,,,,,,,,
December,12,2019,11,Christmas tree recycling,,23647,,,,,,,,,,
December,12,2019,11,crash report,,23647,,,,,,,,,,
December,12,2019,11,active incidents,,23647,,,,,,,,,,
December,12,2019,11,air bnb,,23647,,,,,,,,,,
December,12,2019,11,address,,23647,,,,,,,,,,
December,12,2019,11,2019071690,,23647,,,,,,,,,,
December,12,2019,11,BL2019-1658,,23647,,,,,,,,,,
December,12,2019,11,Building Inspections,,23647,,,,,,,,,,
December,12,2019,11,bordeaux,,23647,,,,,,,,,,
December,12,2019,11,BZA,,23647,,,,,,,,,,
December,12,2019,11,bill pay,,23647,,,,,,,,,,
December,12,2019,11,Metro Social Services,,23647,,,,,,,,,,
December,12,2019,11,Mayor,,23647,,,,,,,,,,
December,12,2019,11,Pay stubs,,23647,,,,,,,,,,
December,12,2019,11,ordinances,,23647,,,,,,,,,,
December,12,2019,11,permit tracking,,23647,,,,,,,,,,
December,12,2019,11,Phone number,,23647,,,,,,,,,,
December,12,2019,11,loggins promotion,,23647,,,,,,,,,,
December,12,2019,11,its,,23647,,,,,,,,,,
December,12,2019,11,internships,,23647,,,,,,,,,,
December,12,2019,11,Internship,,23647,,,,,,,,,,
December,12,2019,11,Pottery,,23647,,,,,,,,,,
December,12,2019,11,public record,,23647,,,,,,,,,,
December,12,2019,11,public records request,,23647,,,,,,,,,,
December,12,2019,11,sewer tap,,23647,,,,,,,,,,
December,12,2019,11,sidewalk waiver,,23647,,,,,,,,,,
December,12,2019,11,Stephanie Shore,,23647,,,,,,,,,,
December,12,2019,11,summer programs,,23647,,,,,,,,,,
December,12,2019,11,traffic accidents,,23647,,,,,,,,,,
January,1,2020,11,building permit search,,23647,,,,,,,,,,
January,1,2020,11,Bl2019-109,,23647,,,,,,,,,,
January,1,2020,11,child support,,23647,,,,,,,,,,
January,1,2020,11,Christmas Tree Disposal,,23647,,,,,,,,,,
January,1,2020,11,civil service commission,,23647,,,,,,,,,,
January,1,2020,11,dcso,,23647,,,,,,,,,,
January,1,2020,11,composting,,23647,,,,,,,,,,
January,1,2020,11,code amendments,,23647,,,,,,,,,,
January,1,2020,11,arrest record,,23647,,,,,,,,,,
January,1,2020,11,Arrest,,23647,,,,,,,,,,
January,1,2020,11,accounts payable,,23647,,,,,,,,,,
January,1,2020,11,Active dispatch,,23647,,,,,,,,,,
January,1,2020,11,Active incident,,23647,,,,,,,,,,
January,1,2020,11,metro code,,23647,,,,,,,,,,
January,1,2020,11,metro charter,,23647,,,,,,,,,,
January,1,2020,11,Metro Codes,,23647,,,,,,,,,,
January,1,2020,11,metro holiday,,23647,,,,,,,,,,
January,1,2020,11,mattie jones,,23647,,,,,,,,,,
January,1,2020,11,judges,,23647,,,,,,,,,,
January,1,2020,11,I supplier,,23647,,,,,,,,,,
January,1,2020,11,ems billing,,23647,,,,,,,,,,
January,1,2020,11,Employee self services,,23647,,,,,,,,,,
January,1,2020,11,fingerprint,,23647,,,,,,,,,,
January,1,2020,11,fingerprinting,,23647,,,,,,,,,,
January,1,2020,11,food truck,,23647,,,,,,,,,,
January,1,2020,11,Paycheck,,23647,,,,,,,,,,
January,1,2020,11,permit tracking,,23647,,,,,,,,,,
January,1,2020,11,part replacement,,23647,,,,,,,,,,
January,1,2020,11,Pottery,,23647,,,,,,,,,,
January,1,2020,11,planning department,,23647,,,,,,,,,,
January,1,2020,11,Property lines,,23647,,,,,,,,,,
January,1,2020,11,property assessors,,23647,,,,,,,,,,
January,1,2020,11,nashville homeowner associations,,23647,,,,,,,,,,
January,1,2020,11,online permits,,23647,,,,,,,,,,
January,1,2020,11,MNPS,,23647,,,,,,,,,,
January,1,2020,11,Shared domicile form,,23647,,,,,,,,,,
January,1,2020,11,Public library,,23647,,,,,,,,,,
January,1,2020,11,Warrant search,,23647,,,,,,,,,,
January,1,2020,11,Traffic accidents,,23647,,,,,,,,,,
January,1,2020,11,transportation,,23647,,,,,,,,,,
January,1,2020,11,universities,,23647,,,,,,,,,,
January,1,2020,11,surplus,,23647,,,,,,,,,,
March,3,2020,11,employment application,,23647,,,,,,,,,,
March,3,2020,11,Mattress disposal,,23647,,,,,,,,,,
March,3,2020,11,2019-0184171,,23647,,,,,,,,,,
March,3,2020,11,epermit.nashville.gov,,23647,,,,,,,,,,
March,3,2020,11,apply for unemployment,,23647,,,,,,,,,,
March,3,2020,11,BL2020-219,,23647,,,,,,,,,,
March,3,2020,11,jim fyke,,23647,,,,,,,,,,
March,3,2020,11,Brush,,23647,,,,,,,,,,
March,3,2020,11,permit bond,,23647,,,,,,,,,,
March,3,2020,11,food stamp program,,23647,,,,,,,,,,
